text,Score
coming through with you,neutral
it s the big one tonight in the uefa europa league finals for aubameyang like for hazard first people to predic,neutral
meet head commercial banking and public sector group she will be the keynote speaker at the ca,neutral
why s my business not doing well is it nkechi when i left her she said i won t succeed calm down you can now u,neutral
let him go to scoan for his healing,neutral
you know the new policy that has merged access and diamond we sent you a code and we need you to log in as,neutral
dear this dude is one of my followers if you give him a job i promise you i will reactivate my account,neutral
i just gave votes i encourage you all to do same especially our j town peeps plus our family,neutral
fraudsters deepfake ceo s voice to trick manager into transferring btw citibank uses voice biometrics to match pe,negative
this bank called uba despite the fact that i ignore using the bank for year and now that,neutral
citibank and other central banks are easing and the impact of any fed rate cuts is likely to be muted at b,neutral
quick one if you had to pick one which would you pick and why character wealth africasglobalbank thursdaythought,neutral
na not yet i can t wait though for now i transfer when i have to withdraw and use the fing,neutral
access bank wat wrong with ur app i made transfer and d person as not gotten d alert yet,neutral
seize the moment with ubacards whatever you choose pay with your uba card find out more afric,neutral
you mean the championship,neutral
uba bank opened an account in my name linked with my phone number and email address without my consent i have never,neutral
be aware this can happen to anybody don t accept transfers from people asking you to withdraw cash for them all our,neutral
mazi aka the money beast burst my screen guard,neutral
is my account number you guys already have case reference number assigned to my case and the time is overdue,neutral
a great leader produces a great team congrats,positive 
the code to open an account is thank you,neutral
anything at all and please reply my tweet if there will be another ubamarketplace next year,neutral
the ukraine gas exec in this photo is devon archer who was also on the board of burisma archer hunter chris heinz w,neutral
jeffrey epstein s private wealth banker who brokered and signed off on untold multiple millions of dollars in controve,neutral
is not by structure ooo is their service okay,neutral
why was i on hold for over minutes and was still unable to speak to the customer care representative plus who a,neutral
throwbackthursday no selfies here just a major polaroid pic at the unidosus formerly nclr conference i,neutral
buy airtime with and get bonus airtime it s that easy offer valid for minutes from am and pm,neutral
i know someone currently on s net over something related to this guy s be careful out there good awarene,neutral
i should totally be in africa right now,neutral
cbn is giving banks unreachable credit targets and taking money from them at as fines to fund their balance s,neutral
how some staff of went to work yesterday firstbankat tradday whatif,neutral
because good service is magical we ll always be your genie happy customer service week from all of us at fcmb fcmb myban,neutral
micro entrepreneurs and microfinance institutions are capable of playing a big role initially in the establishment,neutral
santa claus is from abroad father christmas is from onitsha,neutral
ditto together we can make nokidhungry a reality,neutral
ok thanks,positive 
you are disqualified because your answer is too long,neutral
please you guys should return my money you can not be playing with my money please,negative
i will buy ripple amp xrp amp i will also buy a few banks like citibank hsbc jp morgan chase amp make those ban,neutral
don t miss out on the mega giveaways happening on our page we are giving out free ubacards pre loaded with cash movie tick,neutral
guys i need your help my project water of katampe just got a lifeline we need k retweets for the great people at,neutral
i think gtbank is the most reliable bank tbh i ve used a lot of shitty banks,positive 
you have just days left till you experience the biggest even of your life oh yes i said it it s the ubamarketplace an,neutral
this is not the verified handle show us handle and sho,neutral
style by zenith is coming up pretty soon we are calling on vendors in the fashion food and lifestyle industries to j,neutral
dear and i entered your branches at iwo road ibadan to lodge complain about issues on my,negative
a mother battling breast cancer and brain tumor for over a year she needs six million naira to recieve treatment,neutral
are you a software programmer looking to fund the next big idea at only interest rate annually over years you can,neutral
i m pleading to all well meaning nigerians that can help save oma s life oma has a ruptured kidney and needs a transplant u,neutral
somebody help me beg i just bought gb data using i have been debited by,neutral
is a fraudster renoundarted,negative
citibank usd a number of factors could help sustain near term usd strength first the eurusd relationship,neutral
feminism wants women to be exclusive and inclusive all at once fo,neutral
citibank connects corporate accounts to netsunion clearing corporation platform,neutral
i was even wondering who fcmb is until i remembered oh yeah that s a bank in nigeria,negative
hi i did a transfer this morning and the receiver said they haven t gotten alert i tried to ema,neutral
wait til they find out they have to bail out big banks like citibank because of their idiocy,neutral
think ahead open a zenith bank savingsaccount today,neutral
when i wanna see my complete transaction activity u open a,neutral
i went to to complain about someone that defrauded me of n and i was told it was being looked into and t,neutral
dear access bank what s happening na after taking over diamond bank quality of service dropped to be,negative
gud morning i want to know maybe my account is still active with you,neutral
ecobank nigeria your management staff are so wicked how can you open mouth and said you can only pay k one off for a,negative
i thought there was an improved process it s same old wahala,negative
i ve sent dm and i want update now,neutral
this advert kelt me,neutral
send an urgent dm please kindly check,neutral
hold wetin my k gtbank are found of stealing by trick,negative
i sent money from my first bank account to my uba account my first bank account was debited but my uba a,negative
bts no citibank bts no allianz em em,neutral
make your dreams a reality with our high interest target savings account visit any of our branches today to get started,neutral
please why would you request to charge me directly for ussd services why would you take order fro,neutral
haba working days have passed and i ve not heard anything from you again,negative
why is no showing say no to xenophobic violence message on all stations showing in nigeria why is shoprite stanbi,neutral
welcome to the rd week of she hacks africa coding boot camp participants are introduced to mysql an open source,neutral
please i recharged my mtn number yesterday october via my diamond mobile i wasn t credited,negative
so i was just debited the sum of naira from for no reason no transaction done i ve been calling and vis,negative
introducing our newest brand ambassador ayodeji balogun the one amp only starboy aka welcome to the tribe wizl,neutral
i m not leaving that for you so you better refund my money saw debit alert of for card maintenance,negative
dear please note that by friday th september it will be days since the failed pos t,negative
do everything with leo do everything with united bank for africa,positive 
jeffrey epstein s private wealth banker who brokered and signed off on untold multiple millions of dollars in controve,neutral
i m running out of patience it s been over days,negative
that s what make us tough nd strong sir,neutral
you mean an educated ecobank staff tweet this we acknowledges your tweet really,neutral
try out the new firstmobile app from first bank good job,positive 
pls check this was yesterday o,neutral
what s wrong with this bank,negative
hello i have not been refunded after my complaints last week i ve been in,negative
i hope you ve been able to rectify it now good morning,neutral
it was a good time at the headquarters with the cast of blinglagosians see the amazing movie when it hits,neutral
you can t respond to mails and dm but you can t tweet waste,neutral
dmxchallenge how many branches can you recognise,neutral
uba the most vibrant and reliable bank nigeria argue with ur keypads,positive 
firstbankxfashionsouk was the shopping experience music runway exhibition networking everything was a hit bac,neutral
in flames as fire guts head office sahara reporters the incident happened in the early hours of monda,neutral
i just received a phone call from this number saying he s from he told me my date of birt,neutral
your dm isn t opened do i share the info here thanks alot,neutral
still yet to get a reversal on my failed credit recharge on my account days ago,negative
clearing days is t plus,neutral
hi please i will like to know why a reversal from paypal is yet to enter my dollar mastercard,neutral
i need get alert oooo i have never gotten alert online gtbank thompson,neutral
no worry them go reason your matter,neutral
nigeria s best most respected amp admired companies in chevron shell nigeria dangote group of companies,neutral
with just n you can invest for a rewarding future call or send an email to assetmanagement co,neutral
kindly revisit this issue thanks holleri,neutral
today i was slapped kicked and one of your men had his hand to my neck simply bec,negative
yes the refused to grant my requested premature termina,neutral
well it s not fraud but that s wh,neutral
this is my mum she is suffering from cancer of the breast and she has been placed on chemotherapy but we can t afford,neutral
dear this dude is one of my followers if you give him a job i promise you i will reactivate my account,neutral
don t miss out on the action as heats up the runway with his designs at the style by zenith lifestyle,neutral
trying to add my credit card in my net banking since last few months contacted customer care for,neutral
im really getting tired of access bank tried to make a pos payment didnt go tru was deducted,negative
i m paying tax and it s not my duty to clean up waste,neutral
me i no understand u people u said u would response to me after hours and now is one week an,negative
you do great stuff but you can do more with,positive 
how can i set up an account online,neutral
do you know any ngo that is leading impact in nigeria and deserves financial support nominate them now to round off t,neutral
lagos is really looking forward to this ecobankpaymeetsbling,neutral
keep using man,neutral
gtbank is better for me as for zenith my speculation will be,positive 
citibank personal loan review via,neutral
nigeria vs algeria semi finals please let us encourage samuel chukwueze by sending money to this gtbank account nu,neutral
so i went to in makurdi to use the atm while in the process they was power shortage in the building,negative
i have sent you a dm already,neutral
i mistakenly recharged to a wrong number can you please assist me,neutral
good morning i replied your direction for days now but i have not gotten reply since then,neutral
she s d real deal en,neutral
please beware of social media giveaway traps psa staysafe,neutral
why is it that we can t log into mobile app we can t send money from another bank into our acct what,neutral
very useless app just keep doing your rubbish oo until people will boyco,negative
the gtbank help centre provides a comprehensive step by step guide to resolving all service complaints and enquiries so,neutral
guys i need your help my project water of katampe just got a lifeline we need k retweets for the great people at,neutral
i see what you did there you want to change her name abi it won t work don t even tell me it is auto correct,neutral
be careful what you share on social media as you may unknowingly reveal personal information that fraudsters could use t,neutral
so you know starting out as an entrepreneur can be frustrating sha well that was until i registered for this access,neutral
pls check dm,neutral
money was sent to me via moneygram but unfortunately it couldn t be received by your agent so when my sen,neutral
join us at the zbaspiremusicfest on the st of september at the harbor point event center wilmot point rd vic,neutral
probably has the worst customer care service in nigeria i can no longer justify holding an account with these guys,negative
debit amt ngn dr acc desc bills glo time am avail bal,neutral
it s not too late post your song cover for zbzerobalancechallenge on instagram before pm on wednesday august,neutral
they never failed me,positive 
you can reach me on,neutral
good morning i received an unauthorized alert today showing that my account was debited times thr,negative
fraud alert let s be vigilant i think it s time for us to worry recently i was reading a thread from repor,negative
has to be the most useless bank in nigeria,negative
your bank that is dragging for relegation,negative
more awesome news from s trip wgdp,positive 
some criminals sit some where waiting for hardworking people to make money so they can steal any of you downplaying yahoo y,negative
they gaz give you interest,neutral
dear am having problem with my zenith bank app i cannot login,negative
my friend tola lost all her stored goods and shop in the balogun fire please your little token will help her bounce,neutral
i just hope this appropriate unit has something appropriate to offer,neutral
bro sense will not kill you,neutral
hi we are sorry for the inconvenience please send a dm to our handle accessbank help so we can assist,neutral
w gdp amp announced an addt m to our initial m x americas commitment the trump admin wgdp amp private se,neutral
lol i don apologize na plus i wish u happy birthday join,neutral
is it free,neutral
hi i made a transfer to a wrong account and i complain about the,neutral
one bag to rule them all,neutral
both teams must not score together in any half,neutral
i know i don t have plenty followers but i be og for this twitter street pls let us rate service,neutral
sowore gtbank uba on list as nigerian govt files witnesses,neutral
gtbank made close to fbn s total pat in from tra,neutral
dear i need clarification on the last transaction on my account details has been sent to dm,neutral
guys i need your help my project water of katampe just got a lifeline we need k retweets for the great people at,neutral
my mum taught me how to slay red carpet gracefully my fellow family barbs what do you think gtb,neutral
hello reply your dm,neutral
it s not a salart account but credit transactions occur often so i want to know if the debit will occur after days,neutral
go to the bank and show it to the customer care they will be able to help,neutral
onyem anam agwa gi ooo some places for don hear am,neutral
i transferred naira to fidelity bank yesterday i was debited but since yesterday the fidelity,neutral
thanks you for concerning with your us,neutral
christmas is just the best time of the year to maximize sales isn t it well here s more tune in tomorrow to liste,neutral
hi you can get cashback on your next flight to dubai this summer simply book your dubai flight online with any f,neutral
drum rolls to the winners it was a indeed a comeback peep the ceo of dr adesola adedutan pres,neutral
access bank i have sent u a dm please respond,neutral
i m a final year student of pharmacy yesterday morning by got a string of alerts from almost all the mone,neutral
i did a transaction to my account through and i was only credited o,neutral
nigeria is blessed with so much talent and great goal scorers but which goal will forever remain in the heart of,neutral
it s pretty exciting to be able to guess what you d look like in your s but what would your bank account look like if we,neutral
i sincerely with all honesty do not like messages from you that are not credit alerts thank you your ignore,neutral
alright thanks i await your response,neutral
i sent you a dm pls reply,neutral
gtbank stop telling god to do what you can do,neutral
happened to me several times,neutral
i can t access my mobile app i ve been unable to log on to my hida account using the diamond bank app today,neutral
colours on ice,neutral
check you are fully covered bro download the app and enjoy,neutral
third one,neutral
i ve reattemted as you advice procedure went successful but i still can t pay my bills with ussd,neutral
urgent medical assistance fatima a patient at aminu kano teaching hospital accidentally took hair relaxer which badly affe,neutral
first bank pls return my money back i beg u people i what to use the money dis weekend,negative
i havent still gotten my funds that ya ll said was going to be reversed its been over hours,negative
dear first bank pls who handles your customer service because nobody seems to be rep,negative
remember flybe s collapse has nothing to do with brexit also nothing to do with brexit thomas cook sony flybmi,neutral
a quick summary yesterday th june i had a sum of and i made a transfer of,neutral
please i woild appreciate it if you can help me out asap,neutral
you fav beb,neutral
there is this guy impersonating owerri and scamming unsuspecting citizens of nigeria he tells cus,negative
brand new iphones x gb k x gb k xr gb k xrgb k xs gb k xs gb gb xsmax gb,neutral
hello hi we are so sorry for your failed pos transaction kindly dm your account deta,negative
twice and date is th dec for dstv bill on my first mobile,neutral
nigga went all out on shades,neutral
how do i get my money back i made a transfer it didnt go through and i got debited how long oh,negative
travelling abroad you can buy your personal business travel allowance pta bta in these currencies from any zenith bank b,neutral
if i die it s that killed me,neutral
did you know can resolve an issue as minor as password reset in almost days u,negative
need my funds now my light had gone off since saturday i was debited with no token reverse my funds now,negative
i tried to recharge my glo line with on the th of this month using the airtime,neutral
i need a fidelity atm card but i can t go to bank because i m in the nysc camp,neutral
you followed the wrong account as you would note in your tweet mine is please note,neutral
same happened when they merged with intercontinental bank,neutral
good evening i tried withdrawing from an fcmb atm point close to my office i was debited and wasn t paid,negative
time for food amp games guess the name of the brand correctly amp win a ubaprepaidcard preloaded with n amp co,neutral
or i bring a court order before funds could be transferred back to afripay clearly this shows that was out to f,negative
the app id as complicated as hell,negative
that also happen to me some weeks ago while i sent money twice thank god the person is,neutral
it s interesting to see young entrepreneurs disrupting the industries using technology olalekan folayan of amp h,neutral
dear this dude is one of my followers if you give him a job i promise you i will reactivate my account,neutral
please let s all lease,neutral
i nominate abdulwaris ahmed katsina branch to win the magical service award customerserviceweek,positive 
please tell me that i can t get my money back so that i can take my mind off it and leave everything to god,negative
i have sent a dm more than an hour yet no response wake up,negative
everyone plz help me tag name vincent falade adewale his no to refund my k dat i mi,neutral
good evening i deposited into an online platform i got debited from by bank account but,neutral
please check above tweets for a customer s complaint,neutral
drive more amp pay less scan to service car with yourmechanics,neutral
hey thinks it s good practice to put new payments on hold only card i ve had that has ever not,neutral
i thought that you guys said it was not true that some of your staff were laid off on new year day,neutral
affiliate link promotion affiliatemarketingistdasgeilstebusinessderwelt,neutral
stylebyzenith is the largest gathering of lifestyle fashion food and music in nigeria it also encourages vendors who w,neutral
here we fixed it someone had to pay for it as well akaranotbeancake sterlingbeancake,neutral
please i want the email too please,neutral
tag the model gtb fashion weekend event by shot by kretiv gtbankfashionweekend,neutral
what does this even mean,neutral
iccln teampi teampi thepromiseisaac godonthemic o thecomfortzoneenemy theskilledmasterbuilder,neutral
please oooo i canyon shout oo,neutral
still waiting for ur reply in d dm,neutral
the most truly generous persons are those who give silently without hope of praise or reward any act of kindness regardless,neutral
please kindly look into i think they are running a scam in that bank they hardly,negative
me when i walk into any gtbank,neutral
somebody cannot but airtime in peace again please refund my money,negative
thank you for choosing zenith bank do have a lovely day,neutral
guys i need your help my project water of katampe just got a lifeline we need k retweets for the great people at,neutral
would you rather win n million in the ubawisesavers promo or a summer vacation with africasglobalbank,neutral
today is the th of september that you asked me to wait for my money hasn t been refunded yet,negative
today was repyourteam day at all branches staff of uba umuahia branch chose to rep awesome,positive 
always endeavour to emphasize to your customers to supply their account details and any other personal,neutral
dear parents i ve got good news for you as your kids siblings plan to resume school brings to you fcmbbacktosc,neutral
we are blessed with fertile amp arable land that can grow some of the best crops in the world imagineanigeria where,neutral
its indeed a well deserved award thank you gtb my best bank,positive 
bts no citibank bts no allianz em em,neutral
how can you tell me at pm that your branches will close at pm especially on a friday anyway can one st,neutral
help ooo,neutral
please you guys reply your dm,neutral
i tried buying data yesterday again and my money was deducted without giving me data,negative
i nominate,neutral
i am still waiting your reply check my previous tweet,neutral
especially gtbank their customer service is terrible,negative
my entry for sketchfame competition anatomy of the unfamiliar,neutral
very often our victories were squeaked out in the last few minutes after we had drained the life from our opponents games l,neutral
since u said my account wasn t debited for the recharge card can u see clearly the n u guys debited,neutral
i initiated a transaction of naira via mobile app the transaction was successful but the receiver didn t,negative
after all the shout,neutral
good evening please i need your assistant i am finding it difficult opening my mobile app showin,neutral
union bank wants to give free money i will tell my friends to open union bank accounts,neutral
i just did and it is working well thank you,positive 
how many years experience does my company need to have,neutral
or waiting for to do a refund,neutral
hi i reported this days ago no response kindly check it out,neutral
citibank fell from jan to in dec because of recession post dec qes was announced despit,neutral
confidence is everything it s about how you carry yourself what you believe your habits teamed up with amp t,neutral
okay i have just decided to end my relationship with or their newly acquired wife daimond bank y,negative
hey came in early to serve us as the long awaited season tipped off on tu,neutral
famoso citibank hall,neutral
i can t get to work yesterday and today again and nothing is done,neutral
with the right sponsors and partners the sport minist,neutral
sorry about what you went through,neutral
gtbank named best bank in africa at euromoney awards,positive 
when will you people return my money,neutral
not replying dms or tweets,neutral
jeffrey epstein s private wealth banker who brokered and signed off on untold multiple millions of dollars in controve,neutral
happening today pagesbygtbank,neutral
it s that made me do dis a very big devil i nominate,neutral
what is doing to track down these number used for this fraudulent activity very annoying,negative
i ve been refunded in thanks to everyone thanks to everyone who called retweeted posted advised me or supported i,positive 
you can t be seriously telling me that the transaction is still within hrs when,neutral
ladies amp gentlemen this is an opportunity to raise money for in our efforts towards creatingopportunities,neutral
i remember when i wanted to open an account with some years back i was begging them with my k them n,neutral
how can help handle dm close,neutral
in other news welcome to gtbank somewhere in lekki earlier today oceaneconomy,neutral
i really want to have made this kind of boss move by the time i am god pls,neutral
good day i used ussd to recharge airtime of three days ago my account was debited b,neutral
check your dm,neutral
what is the meaning of all this zenith bank you are killing my business,negative
a mother battling breast cancer and brain tumor for over a year she needs six million naira to recieve treatment,neutral
open your account with zenithbank by simply dialling today,neutral
i was with one girl s phone yesterday when gtbank sent her i m at home start coming she obviously saved someone s,neutral
i want to say that that was a quick one i got the reversal just now the exact amount i was,positive 
please let s make all donations to the account number account number account name obasa opeyemi gtbank,neutral
the second welcome address was taken by sterling bank s ceo as he highlights the impact of,neutral
with our financial control tells us how he stays productive on mondays beethoven in the morning and a g,neutral
so today at edu because of lagos traffic had to come on a bike so as not to disappo,neutral
jeffrey epstein s private wealth banker who brokered and signed off on untold multiple millions of dollars in controve,neutral
i transferred n to someone yesterday but it wasn t transferred and money has been deducted from m,negative
remember when we went to new orleans rio at the beginning of the year for a secret project ad excited to announce,neutral
buy airtime with and get bonus airtime it s that easy offer valid for minutes from am and pm,neutral
the battle continues on hifl as take on face,neutral
win n sharply from zenith bank just record a video performing a minute cover of the zero balance so,neutral
it was jubilation for residents of the victoria island oniru axis who came out to witness the official flag off of the,neutral
pleasel i have a query dm not open,neutral
tis the season for free airtime buy airtime with and get a bonus airtime note that bonus airtime will be re,neutral
try and work on your processes i didn t request for atm card for my nysc account but one was prepared,negative
thanks i ve been detailed about it by,positive 
it s getting heated at the non oil exporters dialogue engages and on h,neutral
don t miss out on the mega giveaways happening on our page we are giving out free ubacards pre loaded with cash movie tick,neutral
please why was my account debited when i made it specifically clear in writing that i don t want an atm c,negative
previous winners nkor,neutral
and of course our resource persons who will also be present at the fidelity sme funding connect on the th of augu,neutral
w gdp amp announced an addt m to our initial m x americas commitment the trump admin wgdp amp private se,neutral
at last,neutral
please you guys should pity me and consider my application this time please i am a bsc holder,neutral
dr okey oramah mentioned what they are doing to facilitate trade from a payment perspective and they are wo,neutral
my account number is gtbank sunny osim tanks sir god bless,positive 
where have you been since last two years i ve been calling you with respect to,negative
ehn naa cos naa man u dem carry and man u no see aston villa beat oo,neutral
i feel like an handicap with your shitty bank if you re not capable to get married you should have s,negative
thanks,positive 
if i had k i would have fixed a borehole in ruga katampe and give these people clean drinking water how many rts to get,neutral
back to the top,neutral
uba platinum card,neutral
a friend made a transfer to my account on friday th oct till today i haven t been credite,negative
interested in attending a free business strategy session for women follow the steps below download herventu,neutral
union bank atms gives you what s arguably the cleanest currencies off any atm in,positive 
hello guys here s another chance for people that haven t registered for the ubamarketplace amp a good news for people,neutral
this is not right you punish people for your own errors,negative
fr fr is time i closed my account that bank is tiring,negative
you go call your own bank customer care and your airtime will be used to pay and you ll still not get not get the,negative
how can i transfer cash to someone since last wednesday and it would be unsuccessful while i was debi,negative
i was there life,neutral
please am waiting for the feedback of my complain to you guys isn t just a joke please,neutral
it s a monday morning and your mobile app is not working very worrying,negative
access diamond bank you should replace my you debited for no reason,negative
aliche favour i gtbank,neutral
the journey so far thanks for this one minute experience we can already feel the passion where you are k,neutral
not only in digital assets but also level the playing field in banking could you imagine your local bank ha,neutral
who can i talk to,neutral
run out of ideas that can help grow your business tune in tomorrow to listen as prof olawale ajai shares some key in,neutral
pls what is happening to my account i hope ur bank has not started deducting illicit money from customer a,neutral
good morning kindly follow back i want to dm i need your assistance,neutral
the future of fashion will be sketched by a new generation of african designers will you be one here is an opportunity to tu,neutral
make i send person way go open account for wuna,neutral
hmmmmm sounds familiar did they misspell sui aka hom icide,neutral
is this true,neutral
scam alert pls let safe other people from being scammed online please and report this account loan open,negative
good evening bros i ve been searching for people who have been failed by firs,neutral
amp pls is there a way i can close my account online bcos i m using dt account for business amp i m expecti,negative
let s do this guys on my way to youtube ubatraders,neutral
is there any issue with your naira mastercard couldn t transact online,neutral
abuja this is what you can expect at the eatdrinkfestival on june our mouths are watering as well we sure can t,neutral
don t miss out on the mega giveaways happening on our page we are giving out free ubacards pre loaded with cash movie tick,neutral
what is wrong with the operation of your bank why will you deduct money from my account without me issuein,negative
hey guys who else thinks is the worst bank ever,negative
the creative sector loan is a cbn initiative for fashion film music and it apply and take advantage of the flexible st,neutral
starboy for everyone,neutral
when you save you are also promoting your own enlightened self interest navigatewithidy cantstopwontstop enlightened,neutral
i live in bahrain and basically i want to pay my credit card bills but you don t offer any easy way for me,negative
wizkid he just signed a new endorsement,neutral
pls i need this money asap because i want to use on a trip,neutral
i was debited times on wednesday in which i didn t make any transaction personally and i m currently in,negative
and all these while has been ripping me off in the name of current account transaction c,negative
sa nigerian alternatives shoprite ebeano jifatu sah,neutral
awwwww thanks love,positive 
kindly note that i have received alert for reversal today but not of total amount tha was deducted i ha,neutral
why does the bank charge k to replace bank cards i think i ve paid around as i have had about each,neutral
access no be better bank na,negative
please see dm,neutral
yo you owe me from failed transactions just this evening alone give me my airtime or reverse my money,negative
did you know that fraudsters target older people pretending to be an extended family member or someone familiar to ask for thei,neutral
sir pls i know that you are in happy mood that why am send you this message sir pls sir i wi,neutral
we are hiring are you a problem solver are you customer centric are you efficient apply now to join our custo,neutral
more blessings,positive 
we about to go live from sterlingasa sterling agric summit africa happening now at transcorp hilton abuja wher,neutral
adunny a student of kwara state uni is suffering from a heart disease and m naira is required for the surgery to save him pleas,neutral
you and your bots i never said i had any issues with account i have gone to free me,neutral
i initiated transactions yesterday got debited and the recipients are yet to be credited,negative
and here you are claiming that the mistake can from your end and not,neutral
you can now perform transactions at stores supermarkets filling stations hotels and other locations in your neighbourhoo,neutral
hey your investment in fossil fuels is killing our earth stop financing oil gas a,neutral
looks like the bank is about to get liquidated,negative
w gdp amp announced an addt m to our initial m x americas commitment the trump admin wgdp amp private se,neutral
hi i sent u guys a message concerning a wrongful deduction of frm my account on monday till nw no resp,negative
i don tire for the bank,negative
lol just brace up you headed for a whole premier league season,neutral
africa s first tv station was built in nigeria unfortunately w,neutral
we are live at day of the icreate skills competition at the landmark event centre lagos the festival begins with e,neutral
i really don t know what is wrong with firstbank network i recharged my phone via vtu money was deducted but my phone,negative
is the most useless bank in nigeria anytime i go to withdraw money from my account it s always under,negative
it s ubaat giveaway amp we re giving out ubaprepaidcards pre loaded with cash gift bags airtime amp data to win pick a,neutral
truth be told banks these day would rather cherish a customer that constantly pays in little little change than,neutral
guys i need your help my project water of katampe just got a lifeline we need k retweets for the great people at,neutral
trying to do a top up now from my account transaction failed but i was still debited,negative
jeffrey epstein s private wealth banker who brokered amp signed off on multiple millions of in controversial deutsche ban,neutral
hello my name is onah obinna kevin my account number is i try to recharge my phone through,neutral
i ve sent you a dm on high charged on my dollars to naira convertion since nd june up till now,neutral
check your dm bucko,neutral
if you are still patronising and dstv this is for you think south africa s governm,neutral
gtbank fashion weekend mantsho,neutral
a nigeria super hero will likely be wearing cloth rapper with beads,neutral
triga they need to learn savagery from handlers,neutral
reply them say na broke you broke you no kee pesin,neutral
na fluke shitty bank na i dey use and i know get any message from them on my birthd,negative
wishing you the very best eidmubarak,positive 
you ve debited me twice in the space of somedays without me receiving the cash and the money hasn,negative
can brazil withstand the nigerian beach eagles team led by find out when starts november,neutral
congratulations pathfinders your light shall never go dim but be a trail that encourages others to pursue their,neutral
i nominate them,positive 
is not ur turn yet calm down,neutral
hello yetunde please check your dm you have been responded to ce,neutral
i made a withdrawal of with my atm at heritage bank dugbe branch and it was unable to dispense and,negative
please i d like to know why i m unable to access my account now for over two weeks without any form,neutral
my complaints have not been resolved my account details is adamu yahuza sulaiman nd the,neutral
omeh emmanuel gtbank thanks for your your donations god will reward you,positive 
dm is not accessible,neutral
they will still frustrate some ontop person money again is characteristically archaic bank thumbs,negative
check your dm,neutral
guys i need your help my project water of katampe just got a lifeline we need k retweets for the great people at,neutral
here s a few more frames from my animation clip for,neutral
yes i am,neutral
follow back,neutral
i was sent k yesterday and i checked this morning i can t find the money in the account what s g,neutral
you have not acknowledged my message and reversal hasn t been done,neutral
hello thank you for talking with us please visit the help centre our seamless self service channel on,neutral
i nominate awaodigbo esther amarachi from lagos branch she is so good customer service week customer service week,neutral
my sister tried transferring k from to another on the th of june,neutral
ready or not here we come with the bemorechallenge the top entries stand a chance to win naira each simply b,neutral
please i bought prepaid through ur mobile platform till now i still dont have the token,neutral
starboy with,neutral
it s ubaat giveaway amp we re giving out ubaprepaidcards pre loaded with cash gift bags airtime amp data to win pick a,neutral
i ve said a lot in the past week that i feel i need not say much again ubamarketplace is here already countdown is,neutral
i made this one for a client whatif tradday,neutral
jeffrey epstein s private wealth banker who brokered and signed off on untold multiple millions of dollars in controv,neutral
thank you for the street cleanup exercise i rep team in kaduna thank you fo,positive 
dear it s now days since i complained in your dm about your nip charges on transfers to access dia,neutral
why are you not replying my dm,neutral
transfer was made into my account since yesterday am yet to receive the money i called the bank ye,neutral
go to one of there branches and create scene they will treat ur request as urgent rubbish,negative
ubaat africasglobalbank i want to win million naira,neutral
why do i always have wahala with gtbank god,negative
which bank first it was gtbank now a bank which of them,neutral
i m paying tax and it s not my duty to clean up waste,neutral
good evening i was debited on paga pos but it showed transfer failed sent a mail and dm to you guys but no response,negative
is doing a giveaway if you re not too busy visit any first bank branch today and snap any of their staff we,negative
a stark contrast between two banks a chinese bank bank of communications has been renovated whereas citibank next doo,neutral
you guys want to do me strong thing abi,negative
olumide obafemi adewale sales executive wragby business solutions amp technologies walked participants through the featu,neutral
still shopping at then you are shopping wrong are you still banking with don t you know you ar,neutral
this is my account number zenithbank,neutral
guys something happened today i went to ebere links mb,neutral
ivanka has secured b in investment for female entrepreneurs in latin america womenfortrump,neutral
oga leave story and share the money k in places that way you have done more good and you get prayers from,neutral
it s shooting shots season and i am shooting my shots at i just finished my uba mobile app redesign and it wo,neutral
tell us and you could be one of our lucky winners to have their credited with n the th and th correct,neutral
check your dm and reply fast,neutral
join the fight against childlabour because every child deserves to be in school joined the cam,neutral
highlights from the iri ji ndi igbo new yam festival at ekwulobia township stadium anambra state proudly sponsored by,neutral
gear up for tomorrow s thrilling encounter round off first leg match vs time pm,neutral
how many for k,neutral
hi pls confirm your biz info guaranty trust bank plc abule egba on our site is up to date,neutral
what s your current mood are you ready for the week we are ecobankon newweek,neutral
masterclass day recap great insights from amazing speakers don t miss day africasfinest gtbankfashionweekend promot,neutral
a dear twitfam and friend needs our help please he needs a non evasive procedure to help free his lef,neutral
in the current political climate it is fashionable to talk about breaking oligopolies of fb amazon google apple etc alm,neutral
congratulations to the senior man thumb up boss,positive 
fidelityyea it s a wrap youthengagment bayerouniveritykano,neutral
i just got we have to go,neutral
transactions done since yesterday morning yet to receive an alert that s very bad of you people the servi,negative
how can you be so consistently terrible throughout this year was thi,negative
dear pls lemme be balling on them this weekend so they can be talking tal,neutral
guys i need your help my project water of katampe just got a lifeline we need k retweets for the great people at,neutral
please assist me has debited my account since yesterday while trying to recharge and till now no airtime not money,neutral
don t you mean hot yam,neutral
pls reverse the unsuccessful card withdrawal made on machine,neutral
guys i need your help my project water of katampe just got a lifeline we need k retweets for the great people at,neutral
giving to me they will discontinued citing order from above this is clear vindictive mindset that i ha,neutral
highest paying nigerian companies schlumberger cbn greenville tgi vetiva citi bank inview nigeria nestle african health,neutral
help make this givingtuesday a success for hungry kids and teens will be matching gifts made to nokidhungry u,neutral
